agent_number,hat_number
331,189
332,200
333,206
334,240
335,245
336,249
337,129
338,115
339,35
340,205
341,205
342,2
343,71
344,6
345,249
346,2
347,60
348,193
349,149
350,212
351,171
352,101
353,233
354,160
355,2
356,79
357,159
358,158
359,23
360,35
361,3
362,115
363,113
364,110
365,65
366,162
367,24
368,8
369,196
370,183
371,190
372,175
373,142
374,131
375,195
376,16
377,168
378,231
379,127
380,37
381,183
382,205
383,93
384,147
385,0
386,16
387,99
388,93
389,148
390,140
391,248
392,250
393,247
394,95
395,91
396,67
397,16
398,59
399,74
400,109
401,138
402,202
403,145
404,207
405,1
406,60
407,121
408,162
409,197
410,5
411,212
412,57
413,225
414,151
415,115
416,63
417,69
418,151
419,150
420,58
421,122
422,40
423,16
424,56
425,54
426,24
427,245
428,35
429,11
430,82
431,200
432,136
433,13
434,57
435,28
436,147
437,140
438,10
439,159
440,238
441,42
442,66
443,15
444,174
445,85
446,182
447,3
448,133
449,231
450,97
451,192
452,144
453,106
454,250
455,161
456,250
457,134
458,214
459,81
460,83
461,121
462,168
463,119
464,133
465,145
466,190
467,107
468,116
469,134
470,124
471,247
472,47
473,187
474,176
475,19
476,29
477,46
478,147
479,26
480,201
481,163
482,133
483,247
484,105
485,166
486,250
487,103
488,117
489,157
490,105
491,213
492,240
493,244
494,14
495,127
496,17
497,137
498,80
499,193
500,135
501,106
502,21
503,127
504,102
505,69
506,4
507,21
508,16
509,72
510,191
511,199
512,73
513,50
514,218
515,75
516,90
517,77
518,21
519,230
520,86
521,245
522,61
523,98
524,220
525,64
526,113
527,182
528,3
529,94
530,133
531,117
532,139
533,80
534,186
535,236
536,27
537,186
538,177
539,245
540,117
541,237
542,9
543,160
544,73
545,148
546,121
547,199
548,35
549,182
550,22
551,243
552,156
553,200
554,144
555,194
556,174
557,225
558,60
559,100
560,101
561,137
562,80
563,89
564,53
565,162
566,147
567,105
568,246
569,199
570,142
571,188
572,178
573,3
574,156
575,190
576,213
577,143
578,96
579,28
580,105
581,122
582,216
583,20
584,129
585,22
586,230
587,236
588,200
589,94
590,41
591,238
592,6
593,91
594,150
595,218
596,68
597,96
598,85
599,139
600,141
601,102
602,228
603,97
604,39
605,149
606,156
607,210
608,55
609,233
610,186
611,245
612,111
613,35
614,47
615,9
616,61
617,191
618,136
619,8
620,110
621,122
622,244
623,93
624,22
625,155
626,250
627,186
628,123
629,28
630,97
631,214
632,92
633,237
634,187
635,109
636,26
637,97
638,93
639,171
640,54
641,208
642,4
643,61
644,232
645,230
646,149
647,147
648,29
649,50
650,75
651,125
652,31
653,200
654,32
655,237
656,202
657,114
658,231
659,130
660,153
661,22
662,51
663,185
664,226
665,208
666,55
667,250
668,1
669,129
670,132
671,87
672,206
673,91
674,119
675,28
676,228
677,168
678,60
679,40
680,159
681,31
682,166
683,63
684,138
685,154
686,47
687,154
688,187
689,220
690,98
691,212
692,181
693,198
694,185
695,66
696,193
697,24
698,211
699,112
700,179
701,156
702,51
703,187
704,117
705,225
706,51
707,56
708,117
709,200
710,225
711,99
712,65
713,103
714,10
715,192
716,135
717,135
718,170
719,53
720,196
721,178
722,140
723,59
724,141
725,166
726,63
727,222
728,174
729,108
730,12
731,125
732,124
733,145
734,221
735,215
736,228
737,139
738,240
739,122
740,108
741,107
742,6
743,236
744,0
745,75
746,138
747,142
748,182
749,36
750,8
751,223
752,75
753,16
754,75
755,51
756,56
757,111
758,234
759,242
760,59
761,115
762,14
763,221
764,106
765,95
766,202
767,156
768,204
769,151
770,207
771,139
772,211
773,63
774,156
775,123
776,129
777,90
778,181
779,186
780,15
781,243
782,131
783,133
784,203
785,70
786,169
787,4
788,5
789,103
790,84
791,55
792,149
793,173
794,51
795,70
796,106
797,173
798,250
799,130
800,124
801,232
802,224
803,175
804,203
805,197
806,191
807,207
808,169
809,138
810,36
811,100
812,106
813,18
814,5
815,44
816,165
817,200
818,2
819,84
820,94
821,106
822,217
823,203
824,6
825,56
826,109
827,163
828,239
829,147
830,184
831,122
832,226
833,89
834,47
835,19
836,226
837,250
838,162
839,219
840,227
841,160
842,33
843,42
844,236
845,181
846,145
847,247
848,12
849,197
850,133
851,104
852,182
853,195
854,86
855,226
856,29
857,213
858,154
859,57
860,158
861,214
862,228
863,164
864,41
865,7
866,14
867,192
868,61
869,140
870,229
871,82
872,171
873,238
874,103
875,79
876,120
877,135
878,238
879,198
880,187
881,218
882,201
883,116
884,159
885,55
886,81
887,87
888,165
889,131
890,176
891,167
892,188
893,157
894,81
895,97
896,245
897,75
898,71
899,179
900,137
901,144
902,171
903,126
904,147
905,197
906,60
907,38
908,128
909,71
910,230
911,219
912,3
913,127
914,42
915,26
916,112
917,55
918,126
919,107
920,45
921,27
922,165
923,11
924,128
925,246
926,247
927,12
928,40
929,149
930,141
931,3
932,204
933,250
934,166
935,162
936,76
937,104
938,8
939,211
940,250
941,75
942,99
943,52
944,100
945,207
946,54
947,68
948,102
949,12
950,184
951,70
952,57
953,133
954,246
955,46
956,99
957,201
958,84
959,12
960,130
961,235
962,225
963,84
964,88
965,87
966,220
967,112
968,164
969,124
970,140
971,119
972,192
973,22
974,247
975,71
976,23
977,230
978,88
979,63
980,158
981,173
982,246
983,241
984,98
985,169
986,155
987,80
988,19
989,190
990,9
991,0
992,77
993,210
994,20
995,0
996,165
997,224
998,184
999,165
